x.bar,y.bar,xybar,x.edge,y.edge,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,letter
8,8,9,3,4,?,12,6,6,13,?,?,12,11,5,G
12,13,9,3,1,5,12,5,8,10,?,15,?,11,2,Y
8,9,9,3,9,11,11,8,8,10,?,?,?,12,5,B
6,11,10,4,3,9,13,5,7,15,13,12,?,13,2,K
8,9,11,5,14,4,6,?,11,9,?,14,18,11,?,S
7,16,10,4,8,11,13,9,10,12,13,11,10,13,?,R
10,10,9,3,11,12,12,9,?,11,11,10,?,12,6,S
13,9,15,5,5,10,11,7,?,8,?,14,12,?,4,D
10,5,9,4,3,?,?,10,11,11,14,12,?,12,5,A
10,16,13,5,11,6,10,?,14,7,11,13,18,?,?,H
8,13,10,4,5,?,11,2,3,?,15,?,10,13,2,R
12,9,18,1,1,8,11,9,11,10,13,12,?,7,6,J
12,11,10,4,11,?,12,8,10,11,?,14,13,?,6,J
12,11,10,7,12,8,?,9,14,11,13,?,12,9,11,S
10,6,9,3,2,3,?,2,2,11,15,18,?,12,?,A
16,5,16,0,0,9,11,?,2,?,15,15,12,13,1,J
10,11,15,2,7,11,?,4,7,12,?,14,13,5,1,Z
13,3,14,4,5,?,10,14,?,?,10,8,12,8,6,S
15,4,13,5,5,4,10,10,12,12,12,?,10,?,7,A
10,9,8,3,7,?,?,11,12,12,12,11,11,?,4,G
9,13,13,2,9,13,13,11,9,?,12,?,12,?,5,E
9,13,10,5,7,12,12,7,8,?,13,?,10,?,3,R
10,13,10,4,1,5,11,?,12,12,11,?,?,?,5,V
6,11,9,9,1,?,12,10,13,11,15,11,15,?,8,W
4,10,13,4,2,9,12,10,10,12,?,12,14,?,6,U
7,12,17,1,3,?,11,5,6,13,13,13,15,10,2,C
9,11,11,4,4,11,12,9,10,6,13,10,13,11,?,D
11,11,9,5,12,?,?,10,13,7,13,9,7,12,10,B
9,9,19,0,2,?,?,6,8,14,12,12,12,7,2,J
7,15,14,2,4,?,12,?,5,7,13,17,?,10,4,F
10,9,5,8,0,15,10,8,8,11,12,?,12,18,4,N
11,10,17,2,8,12,?,9,12,9,?,13,?,5,6,Z
9,10,10,0,5,13,12,3,5,18,14,?,11,9,?,C
12,12,14,9,3,7,13,?,16,7,15,12,?,9,9,N
10,8,12,4,6,8,12,6,9,12,?,?,13,12,?,Q
7,9,8,3,4,13,?,4,3,?,15,?,12,11,?,D
12,10,10,7,6,7,12,?,12,8,14,13,16,9,9,A
13,3,12,9,2,4,9,?,17,11,18,13,6,11,8,M
8,9,10,6,8,13,14,9,13,?,15,13,14,11,9,T
9,10,13,4,4,10,10,10,?,10,12,12,14,12,?,O
6,13,13,3,5,8,?,11,11,6,12,12,20,?,5,Y
10,9,16,1,2,7,?,6,7,?,12,?,11,?,5,I
11,10,9,4,11,?,13,12,15,8,13,12,10,10,?,B
10,10,11,3,5,11,10,4,6,11,14,?,12,12,4,O
6,6,4,2,2,?,8,9,13,8,12,9,13,10,?,L
10,11,14,1,8,?,12,6,7,11,14,12,13,?,?,Z
10,9,10,6,7,?,12,11,13,?,13,11,12,10,7,D
5,9,9,4,4,9,14,9,10,?,12,?,10,?,3,K
11,11,7,10,3,?,11,?,12,?,12,12,?,11,6,U
14,9,13,7,1,8,11,9,?,5,15,12,14,9,6,N
10,9,7,5,0,11,11,4,3,12,15,17,?,17,3,N
11,12,17,1,5,9,12,?,13,3,15,13,14,9,7,P
8,11,11,3,5,14,?,4,7,?,?,17,12,?,3,C
12,11,11,5,8,11,14,12,?,10,14,?,9,10,8,R
11,9,12,4,6,8,12,5,8,?,?,14,?,?,4,R
9,10,16,4,7,11,9,?,15,12,16,13,15,7,9,E
9,14,18,2,3,?,12,8,10,?,14,?,13,7,6,F
9,11,10,4,6,?,13,11,11,?,?,10,9,14,6,R
11,9,8,3,7,12,13,?,12,13,?,10,9,?,8,G
9,9,14,5,6,9,?,10,15,11,?,?,14,6,8,X
8,12,13,6,4,8,13,7,8,9,13,13,?,8,?,F
10,9,8,7,0,?,12,?,13,11,12,10,11,18,8,N
11,11,10,9,6,11,10,8,?,6,15,12,15,?,?,N
15,3,13,4,6,?,12,?,11,12,11,9,12,11,6,A
10,10,13,4,5,12,9,?,7,?,12,12,?,12,?,O
10,9,15,5,6,9,11,10,12,?,15,15,?,6,8,E
9,11,10,8,6,?,11,10,?,10,14,11,?,11,11,W
10,9,8,8,1,7,11,?,11,11,?,10,13,11,7,U
8,18,15,0,4,8,?,8,9,2,14,14,15,12,4,P
12,10,9,12,3,6,12,8,8,?,15,?,16,?,11,W
3,4,2,0,0,10,12,?,2,?,?,18,13,10,2,L
8,11,12,6,6,12,11,?,15,?,14,?,14,?,6,X
11,9,12,11,3,7,11,11,13,10,14,?,12,8,9,M
9,14,7,11,9,8,12,?,?,12,15,13,?,10,13,K
10,11,10,11,1,?,12,7,?,11,13,17,12,13,6,W
10,14,10,2,3,8,14,?,8,?,15,14,14,7,?,Y
11,12,9,5,8,7,12,9,12,16,11,12,?,?,6,Q
11,9,9,6,13,8,14,10,13,9,13,?,12,9,?,X
13,10,8,12,1,6,13,10,?,?,13,12,13,13,6,W
4,13,13,9,3,5,13,12,12,?,16,16,13,9,9,W
12,10,13,3,7,6,?,7,?,8,9,15,12,10,3,J
6,15,9,5,8,11,13,9,8,12,12,10,?,13,?,R
8,12,8,8,2,11,12,?,14,13,13,?,15,9,8,U
7,5,9,1,5,12,?,10,14,14,12,12,13,?,5,L
9,9,8,3,5,10,?,4,?,12,12,17,12,10,?,G
10,9,9,3,5,10,11,2,?,11,15,18,11,11,1,O
11,9,10,4,6,?,9,?,12,10,?,13,?,10,7,J
7,16,15,0,6,10,10,7,9,4,13,12,?,10,5,P
9,11,10,4,4,13,11,8,10,11,13,?,12,12,8,O
7,9,12,3,7,?,11,?,11,16,13,12,12,11,7,G
8,12,11,4,12,?,6,?,8,8,14,13,18,11,8,S
10,13,9,2,0,5,14,5,8,10,13,?,?,10,2,Y
9,9,10,4,6,12,13,9,10,16,13,?,12,10,6,G
12,13,10,5,10,4,?,?,12,10,12,16,14,12,6,H
3,15,14,9,3,?,13,10,13,10,15,15,15,?,9,W
4,9,10,4,4,8,11,?,9,15,12,16,11,13,?,K
8,12,10,3,12,14,12,?,?,8,12,17,?,11,?,B
8,11,13,5,6,?,10,12,17,?,16,11,14,6,8,X
10,3,11,7,7,5,7,13,12,?,?,12,10,?,5,A
9,6,11,10,2,4,9,9,9,13,16,?,8,10,5,M
11,7,12,4,11,10,15,10,7,11,14,?,10,8,?,Q
11,9,9,5,6,?,10,9,?,11,11,?,11,11,4,O
10,10,10,0,7,10,10,1,?,11,?,17,13,?,1,Z
10,11,9,4,0,7,?,10,12,10,12,11,?,12,5,V
13,8,11,5,7,6,9,?,?,6,12,11,14,9,10,I
9,11,10,5,6,10,?,8,?,10,14,12,12,?,8,R
11,9,9,5,9,9,11,9,10,14,13,12,12,?,8,E
7,14,13,11,5,6,12,?,10,10,16,?,15,11,?,W
0,3,3,0,1,8,10,6,?,?,12,12,11,?,2,L
10,12,10,7,3,9,?,8,8,8,?,?,15,10,4,N
11,11,10,6,13,?,12,?,14,10,14,15,14,9,9,J
7,13,10,5,8,11,13,6,11,11,12,17,9,?,5,R
6,15,11,2,0,5,14,6,?,10,13,12,13,10,?,Y
11,9,12,3,3,9,11,?,4,11,14,16,12,12,4,O
11,8,15,8,8,11,11,16,14,9,14,?,10,9,7,D
5,15,13,3,2,5,14,8,9,11,15,15,14,9,?,V
9,13,17,2,6,6,11,?,8,5,?,11,12,?,4,I
10,11,13,4,6,9,11,9,15,?,16,14,?,5,5,X
10,10,14,3,7,11,?,?,?,13,13,14,13,9,4,C
13,8,13,5,5,8,?,?,13,10,?,12,10,9,9,R
8,13,12,2,5,?,11,4,4,6,15,16,?,11,?,P
8,10,11,5,15,?,7,?,14,8,?,11,17,10,11,S
9,12,10,5,0,14,10,?,8,11,?,17,?,19,4,H
9,11,11,4,1,13,11,6,?,9,16,17,?,?,3,U
8,9,14,3,6,9,11,4,7,?,14,14,11,7,3,E
7,13,10,3,8,10,?,5,?,?,?,16,9,13,4,R
9,6,8,3,3,?,11,7,9,10,11,8,?,?,4,A
10,8,9,8,9,?,12,12,13,10,13,?,?,12,13,M
8,10,10,6,9,13,12,10,13,12,13,?,13,?,9,T
9,10,10,4,6,8,?,9,11,11,12,11,12,12,?,X
10,14,9,8,0,5,13,4,5,11,?,17,15,12,?,W
11,10,8,3,9,12,12,5,?,?,15,17,11,?,4,X
10,8,9,8,5,8,?,10,12,11,16,?,14,13,9,W
6,12,16,6,5,10,?,15,15,12,16,12,15,8,6,X
10,12,8,5,5,14,?,5,10,12,?,16,13,10,3,O
11,8,14,9,7,7,?,?,11,10,16,14,14,9,8,H
10,9,10,3,5,?,10,?,6,6,14,?,?,11,3,D
12,11,17,5,8,9,?,?,11,6,15,?,15,10,5,P
16,5,13,5,8,?,15,11,9,10,14,?,11,?,?,Q
11,11,14,8,3,?,11,?,13,9,16,15,15,9,?,N
6,15,14,1,4,8,13,5,?,6,11,?,15,15,?,P
8,11,14,7,6,8,10,15,?,7,14,12,16,10,5,Y
4,9,10,6,3,10,14,9,11,14,13,11,10,?,3,K
11,10,8,8,4,11,?,6,8,5,16,15,15,10,?,N
12,9,17,7,5,?,12,?,9,7,?,15,12,10,5,P
13,9,15,6,5,10,?,9,?,8,17,?,11,9,8,H
10,8,12,1,3,?,12,3,4,?,15,14,10,?,?,L
14,4,13,4,3,4,8,8,8,12,14,11,9,?,5,A
4,16,14,0,3,7,?,3,2,8,14,?,?,12,?,F
7,11,10,2,6,?,12,?,8,?,13,13,12,9,4,C
8,11,14,4,3,6,?,4,5,12,?,15,13,?,3,K
11,9,16,2,8,11,13,8,12,13,13,12,?,5,?,Z
11,8,10,4,6,14,12,?,10,11,14,12,12,?,4,O
10,8,11,4,7,9,9,?,8,10,16,16,?,10,6,O
9,10,10,10,10,?,13,11,14,10,?,12,12,11,12,V
4,10,10,0,10,15,11,10,?,20,?,11,?,7,3,E
7,10,9,12,7,8,10,9,?,10,14,13,?,11,9,M
8,11,10,3,12,?,?,4,7,10,14,17,11,11,?,B
11,8,15,5,3,7,10,?,10,12,?,?,13,8,?,J
5,11,13,5,3,11,10,6,?,?,14,17,15,10,2,U
8,12,12,3,6,11,12,?,?,4,13,10,15,?,5,P
11,9,7,3,9,11,?,9,10,11,12,11,?,?,7,X
10,9,10,4,6,9,10,?,11,?,12,9,13,11,3,X
13,7,13,4,6,6,11,?,15,7,?,10,12,8,?,A
10,18,18,0,5,8,12,10,15,0,16,14,?,11,6,P
9,12,11,9,11,10,12,10,12,?,?,13,8,10,10,K
9,14,17,1,3,7,13,11,14,7,12,11,15,7,8,F
7,10,9,4,7,10,14,4,5,14,15,15,11,9,?,K
7,20,12,0,1,7,10,6,12,9,?,13,?,?,3,T
10,9,12,4,5,7,?,6,?,8,14,?,11,9,4,R
8,9,12,3,6,13,13,?,11,14,12,?,14,9,6,G
4,11,14,5,6,9,?,?,12,?,?,12,15,8,6,K
10,10,9,7,3,8,10,10,12,11,13,13,?,10,?,U
11,9,10,3,1,5,?,5,8,10,12,?,11,11,1,A
9,11,13,2,5,?,9,4,?,?,15,15,14,7,3,S
10,11,10,8,7,12,12,?,?,9,14,14,12,9,5,R
4,16,16,0,3,11,10,8,7,11,13,12,13,?,3,F
8,9,9,4,6,9,10,?,7,10,13,12,11,?,7,R
5,12,9,2,5,12,14,9,9,?,14,11,10,?,5,C
10,11,11,6,9,6,?,11,10,13,12,?,9,11,5,C
5,4,3,1,2,13,10,8,8,?,?,11,14,8,3,L
8,9,8,2,5,?,11,10,10,?,13,12,?,9,5,C
14,9,17,1,0,6,12,8,9,9,?,12,?,7,4,J
10,9,10,7,6,10,12,?,13,8,?,15,16,9,10,A
9,9,9,1,3,8,11,2,?,?,?,16,11,7,1,I
11,9,10,11,3,10,9,7,9,11,?,16,10,11,5,M
5,14,16,1,3,9,10,10,10,?,13,14,15,7,3,Y
13,6,17,3,3,9,11,12,11,?,15,12,?,?,5,S
10,13,10,3,0,?,12,10,11,?,12,9,14,12,6,V
11,10,13,4,6,8,?,10,11,8,?,12,?,10,8,B
14,8,15,2,2,9,?,4,5,11,14,?,12,?,3,J
5,17,15,1,2,9,10,11,12,?,12,12,17,?,6,T
10,5,9,1,3,8,10,3,?,12,?,15,10,?,2,L
9,11,8,7,10,7,9,11,?,12,16,13,12,?,9,G
9,9,8,2,8,13,?,5,3,11,14,?,12,?,2,Z
6,12,13,7,5,10,9,14,14,14,?,13,13,10,8,K
7,10,9,3,4,14,12,10,11,7,?,12,12,12,?,D
12,8,12,14,3,6,11,11,16,9,?,?,?,8,8,M
10,11,15,2,8,11,11,?,10,11,?,13,?,7,?,Z
10,11,8,3,5,6,11,4,?,13,?,16,?,13,2,Q
9,10,10,8,6,?,10,10,13,?,?,?,17,11,11,N
4,12,13,2,5,11,?,?,12,?,14,12,13,9,5,C
8,13,11,2,1,4,13,?,?,11,14,14,15,11,1,Y
6,14,17,2,2,8,11,6,?,7,?,15,13,?,3,F
10,11,9,3,8,14,13,6,8,?,?,11,10,11,4,G
10,10,14,2,5,?,?,4,5,11,?,15,12,8,1,S
11,7,9,6,3,7,12,7,?,11,14,?,15,?,10,W
10,13,7,8,9,8,?,?,12,?,15,13,12,10,9,R
7,16,12,3,1,6,?,4,5,12,14,17,13,10,?,V
2,16,17,0,3,9,?,6,8,11,11,?,?,10,4,F
10,6,7,4,6,6,?,?,12,8,13,12,14,10,8,A
10,9,9,0,1,7,10,4,5,11,?,?,12,11,?,I
9,10,10,1,0,7,12,?,4,11,11,?,12,11,0,I
5,11,11,13,3,5,10,13,14,11,?,14,16,9,?,W
12,12,8,8,5,7,13,7,7,10,15,15,13,12,?,G
12,8,8,9,8,?,12,7,9,10,?,?,12,10,10,B
8,15,16,3,4,11,12,9,?,6,13,14,18,8,4,T
11,12,10,12,7,?,11,11,13,10,14,?,11,14,14,O
10,9,8,4,10,?,?,9,14,13,13,10,12,7,7,X
8,12,12,2,5,8,10,7,?,5,?,?,16,11,3,P
7,4,3,1,2,11,?,2,4,6,14,16,12,?,2,L
16,5,13,4,3,?,10,9,?,12,13,10,10,10,?,A
16,5,13,4,5,5,12,?,10,13,12,12,10,11,?,A
13,9,14,8,10,8,10,15,13,?,13,11,9,?,?,B
8,11,9,5,6,11,?,?,11,10,13,?,10,10,10,R
9,11,11,11,9,7,?,10,14,11,14,14,16,9,13,N
13,8,15,7,5,?,12,16,14,9,14,9,?,9,7,K
9,13,11,5,7,11,11,8,10,9,15,13,10,11,7,H
13,7,12,6,7,10,?,11,10,?,13,?,11,11,4,O
7,10,12,3,6,?,13,7,9,15,11,?,13,11,?,C
14,9,13,3,7,9,?,9,11,10,14,?,?,9,8,B
11,9,15,3,7,11,11,12,12,?,13,?,?,8,6,S
12,8,8,12,4,10,10,5,7,8,15,?,13,?,5,M
10,9,6,8,0,15,12,7,?,10,11,16,13,19,?,N
12,9,14,4,3,7,11,7,9,9,14,12,12,9,6,D
10,10,9,1,1,8,12,4,6,?,8,13,11,10,1,I
8,14,11,1,2,9,12,10,11,11,13,?,?,5,5,T
7,15,14,2,4,8,10,4,5,?,14,17,?,10,2,F
14,4,17,2,1,12,10,6,6,18,?,11,11,15,?,J
10,20,9,1,1,5,11,3,4,11,15,?,13,8,2,T
11,8,8,4,0,?,12,8,10,11,12,12,?,16,4,U
10,7,16,4,9,8,11,10,9,?,12,?,11,9,?,L
8,8,12,9,3,7,10,7,10,13,16,14,?,?,5,M
12,12,18,1,4,9,14,10,13,5,15,14,?,8,5,P
10,10,10,4,6,10,11,3,5,?,?,18,12,10,4,G
9,10,17,1,2,?,12,8,?,12,10,?,?,5,4,I
8,11,11,2,6,?,14,2,5,15,14,16,10,?,3,C
11,8,8,3,7,13,14,?,9,14,15,14,11,10,4,G
10,8,9,6,4,8,12,8,10,10,14,?,12,?,6,U
11,16,6,8,7,6,13,12,14,11,13,10,13,?,8,V
9,9,9,4,6,7,?,5,?,10,13,16,?,11,2,X
11,9,9,3,4,?,10,2,?,11,14,16,11,12,4,O
11,10,12,4,5,10,10,5,6,?,13,?,14,10,4,D
10,14,10,8,1,4,15,7,?,11,14,13,16,9,7,W
9,9,10,4,6,?,?,7,9,11,12,12,12,11,4,O
8,8,10,5,10,9,15,6,8,?,14,13,?,?,5,C
13,4,12,3,5,?,12,?,12,12,13,10,9,10,5,A
10,11,9,11,0,5,11,7,9,11,?,?,13,12,3,W
13,8,16,0,1,7,10,3,?,?,14,14,?,8,3,J
3,1,1,1,0,9,11,2,1,6,15,17,?,12,?,L
12,13,9,5,12,10,9,11,?,?,16,12,16,10,9,Z
6,12,15,5,7,9,?,12,14,13,15,?,13,6,9,E
4,16,16,3,2,8,?,8,8,9,15,15,15,?,4,V
10,10,8,11,0,7,13,8,?,11,13,12,?,12,5,W
8,13,16,2,4,?,12,?,7,8,14,12,?,7,?,T
17,3,17,4,4,7,?,10,11,12,13,?,10,10,5,A
10,9,10,6,11,4,11,10,9,9,12,13,13,11,?,G
4,10,9,5,3,10,13,7,8,?,13,17,?,?,5,K
7,11,9,9,5,7,?,9,11,15,?,14,12,10,8,A
11,9,8,9,9,7,10,8,10,10,?,11,?,11,8,H
13,15,6,14,2,9,12,?,?,9,18,?,?,11,7,W
14,3,18,3,8,?,11,15,?,?,?,12,10,11,5,L
9,10,10,0,3,8,11,4,2,11,13,16,12,?,2,I
11,9,7,5,8,11,13,10,14,?,?,10,?,12,?,Q
5,13,12,10,3,5,?,13,15,?,15,16,16,?,12,W
9,9,10,0,4,8,12,7,9,11,8,?,12,5,5,I
11,9,7,0,10,11,11,3,5,10,?,?,12,8,2,S
6,18,15,2,2,10,?,10,9,6,12,14,18,8,?,T
7,10,12,3,5,10,13,?,10,13,?,12,11,?,5,G
11,11,10,9,12,?,?,12,14,8,13,11,15,?,14,D
10,11,10,3,5,10,10,?,6,9,16,18,11,11,4,R
8,9,13,11,3,7,?,12,16,12,17,16,?,9,10,M
5,11,14,5,3,11,?,12,14,12,14,14,15,10,7,U
9,10,7,8,0,?,?,7,9,10,12,12,12,?,?,N
11,8,13,4,4,12,11,?,10,?,14,?,12,13,5,O
10,10,10,3,8,11,?,?,9,9,14,12,?,?,8,B
11,10,12,6,6,5,?,6,9,11,13,12,8,9,7,K
6,10,10,4,6,12,11,3,6,14,15,?,12,8,4,K
9,9,8,3,5,12,9,5,?,?,?,15,13,11,4,D
5,10,13,4,4,12,9,10,10,12,13,14,14,?,5,U
15,5,17,2,0,?,10,3,5,17,12,13,11,?,2,J
7,5,8,3,3,4,8,?,7,11,13,13,11,?,?,A
10,15,10,3,2,9,14,?,6,10,13,?,14,8,3,T
11,10,8,5,7,13,?,?,11,12,12,16,12,12,6,Q
14,8,14,7,8,?,13,12,?,9,15,12,?,8,10,B
7,14,17,3,6,10,8,?,10,7,14,?,14,7,4,T
9,10,10,3,5,?,10,1,?,11,?,17,13,9,0,X
8,15,17,2,7,?,?,?,10,6,13,8,13,9,4,I
9,9,9,4,5,?,11,?,10,9,14,13,13,11,?,O
10,11,12,6,6,8,9,15,12,7,12,11,17,10,5,Y
10,10,10,1,5,11,14,2,2,18,14,17,10,?,2,C
7,5,11,0,3,8,10,6,?,13,13,14,?,6,3,L
12,12,13,7,2,8,11,10,13,8,?,15,14,9,?,N
9,12,14,5,10,?,12,9,?,8,?,12,13,?,8,B
5,13,13,8,3,?,12,?,?,11,14,14,16,10,6,W
2,17,16,1,3,9,9,11,11,10,11,10,15,?,3,F
5,14,17,3,4,9,?,10,10,8,13,10,14,8,?,T
8,10,8,3,10,11,12,6,?,10,12,12,12,12,?,B
11,10,10,9,8,?,9,10,15,10,14,15,?,?,12,N
13,8,13,5,5,?,11,?,12,9,15,15,?,9,8,H
13,7,11,6,8,5,?,8,10,12,?,12,9,10,8,K
12,11,10,4,11,8,?,8,?,12,11,11,12,10,8,J
7,14,14,2,3,?,?,5,6,5,16,16,15,7,3,T
11,10,8,3,8,11,13,?,10,9,14,13,11,?,8,B
10,9,9,3,4,?,12,8,10,11,?,?,?,11,6,O
6,12,15,5,5,7,9,10,9,8,14,14,17,11,?,Y
7,14,13,1,5,?,11,?,3,6,15,14,14,10,3,P
16,4,17,2,1,12,10,7,10,?,9,8,12,?,3,J
6,10,15,3,6,10,12,12,12,19,11,?,15,10,7,C
9,10,9,0,4,6,12,?,8,?,9,9,11,6,?,I
7,11,13,5,4,?,?,11,14,15,14,13,?,7,7,K
10,7,11,12,11,7,11,8,13,13,11,?,?,10,14,Y
10,10,14,3,5,8,10,6,?,10,15,13,?,6,3,X
13,9,15,4,4,8,13,?,?,10,13,14,12,?,5,D
9,11,17,3,4,14,12,10,12,?,?,?,16,10,7,C
2,19,16,0,3,7,?,11,12,6,12,9,15,12,3,F
8,8,8,3,6,11,?,12,13,15,?,12,14,?,7,G
9,12,12,7,7,10,13,?,11,6,13,13,14,9,7,P
9,9,15,1,8,11,11,8,?,11,15,13,13,?,?,Z
9,10,10,1,3,?,12,3,2,?,12,14,13,?,2,I
11,13,9,2,0,?,13,?,3,11,?,17,13,11,0,Y
10,9,10,3,4,11,11,2,?,11,15,19,12,10,3,O
7,8,13,4,5,7,11,10,13,13,14,11,12,7,8,K
10,8,10,5,5,11,11,?,10,8,14,14,12,9,?,H
7,14,10,4,8,12,12,?,12,?,11,17,?,14,5,R
10,11,8,7,10,?,?,11,13,8,14,?,12,11,10,B
9,8,4,7,4,10,?,11,10,10,14,?,13,9,4,U
9,9,9,2,6,13,11,9,9,15,14,?,13,9,4,C
9,9,13,5,12,8,13,12,10,11,?,12,12,11,?,G
7,14,15,3,4,10,9,8,10,?,13,12,14,?,5,F
8,9,13,5,7,?,9,10,10,?,14,13,17,10,?,Y
10,13,10,6,8,6,13,8,13,5,11,18,15,?,?,Y
10,12,9,5,1,9,9,2,4,10,14,16,14,11,3,N
9,9,8,5,5,?,11,7,9,8,13,?,13,12,3,D
6,10,9,4,5,?,13,4,4,14,13,?,10,8,5,K
10,7,12,8,8,?,12,10,14,9,11,?,13,12,?,Q
11,8,9,4,5,12,?,7,9,11,?,?,14,12,6,U
9,19,9,1,1,5,?,?,12,11,12,10,11,7,6,T
8,10,9,4,6,10,12,2,5,14,14,17,?,8,?,K
9,9,9,3,6,8,?,8,9,?,13,?,12,11,?,X
11,9,10,4,9,6,13,8,11,9,?,15,13,9,8,X
12,11,7,7,10,?,12,13,17,7,?,14,13,10,?,Y
9,16,10,3,2,5,13,3,7,?,15,18,?,10,2,V
8,10,7,3,6,12,10,?,13,13,13,12,11,10,7,G
12,14,9,7,9,8,11,?,12,9,13,17,15,?,8,Y
9,10,8,18,8,8,11,12,18,11,17,?,?,?,16,M
11,12,10,4,10,8,?,8,12,?,11,12,12,?,9,I
10,9,10,7,14,9,?,?,9,10,14,16,9,11,9,S
10,10,10,5,6,?,11,3,3,10,14,17,12,10,0,X
12,4,11,4,4,5,9,?,8,12,14,?,11,11,2,A
10,7,7,5,12,?,10,8,10,10,?,13,?,?,6,Y
11,9,10,3,12,11,13,?,7,10,14,18,13,11,?,S
10,5,12,1,3,9,12,?,9,?,12,12,12,5,5,L
10,15,7,3,2,6,12,4,6,12,15,17,14,?,?,V
9,10,9,3,9,?,12,8,?,?,13,14,11,10,7,L
6,13,13,3,4,8,11,5,5,7,15,16,?,8,3,Y
6,14,12,9,4,?,11,?,13,10,15,?,15,11,10,W
9,9,10,3,9,12,?,5,6,13,13,18,10,9,6,E
10,10,9,5,6,8,10,9,?,11,12,9,?,12,5,X
8,13,13,4,9,11,11,10,11,7,?,11,11,?,8,B
1,4,1,0,1,?,?,9,10,11,10,12,13,10,5,L
10,15,8,3,2,?,13,8,?,11,14,13,14,9,4,V
9,9,10,0,3,8,12,4,3,11,?,?,13,6,?,I
11,8,12,6,6,7,12,?,10,?,?,14,17,9,5,Y
7,9,9,0,10,13,?,4,3,?,14,17,12,9,1,E
10,5,9,4,3,4,10,10,10,11,?,12,?,11,?,A
12,14,4,3,3,8,14,7,10,11,14,?,14,7,?,Y
11,9,10,1,14,10,12,?,13,10,12,9,10,?,10,Z
14,3,13,4,4,4,?,?,10,?,13,12,11,10,5,A
9,11,9,4,6,13,?,7,8,?,13,13,8,?,?,L
8,14,16,3,5,7,?,12,?,8,?,10,15,8,?,T
8,10,9,3,5,8,10,3,5,8,14,16,?,10,5,R
4,5,2,0,2,13,9,8,8,?,?,12,13,8,4,L
11,10,8,6,10,11,?,6,?,12,15,15,?,7,3,X
8,8,8,4,7,10,?,7,7,?,15,?,11,7,6,K
8,9,9,3,12,14,?,7,7,10,?,14,11,?,4,B
11,10,15,3,7,?,11,11,?,13,15,14,10,6,?,E
9,9,8,12,4,?,10,9,12,?,15,12,13,11,11,M
20,4,17,1,0,8,?,9,11,10,10,10,12,9,?,J
9,9,12,6,5,10,?,12,12,?,14,13,15,6,5,X
8,8,17,6,6,11,10,?,?,17,13,13,?,10,6,C
10,9,8,2,7,9,14,2,3,11,14,17,?,12,?,G
6,17,15,3,3,10,10,8,?,5,13,?,18,9,5,T
9,9,10,1,0,?,12,2,?,10,14,17,11,?,2,I
7,12,13,7,4,6,10,13,11,?,17,13,?,10,7,H
7,14,9,4,8,?,13,9,9,12,?,11,10,13,5,R
6,14,14,2,3,8,10,5,7,7,14,?,16,7,5,T
10,10,10,1,0,8,11,?,4,?,?,11,13,10,1,I
9,13,17,3,3,8,11,?,11,8,?,14,13,8,7,F
7,10,9,3,4,13,11,1,3,?,?,18,?,12,2,D
4,16,15,1,3,5,12,?,6,6,13,12,?,13,3,P
8,11,10,3,4,8,?,?,4,10,14,?,12,11,4,R
16,4,13,3,3,4,?,7,8,11,14,?,11,11,5,A
10,7,10,4,1,?,11,12,?,10,12,12,13,19,6,H
9,14,10,2,2,8,13,5,?,10,?,13,14,7,?,T
8,10,9,4,7,10,10,7,9,?,12,10,11,10,?,R
12,8,12,4,4,9,11,10,12,9,14,?,12,?,10,D
10,12,9,5,9,7,11,6,10,12,?,15,12,11,5,J
12,7,17,1,0,7,10,4,7,15,15,?,11,9,4,J
10,8,10,3,6,13,13,?,?,15,?,13,14,10,4,G
11,11,6,4,2,?,11,7,9,11,?,13,13,10,6,U
10,6,12,0,5,?,?,8,11,15,13,11,11,5,?,L
11,11,10,3,11,?,?,8,?,?,13,12,12,12,8,S
9,10,8,4,5,12,10,9,11,7,13,11,14,?,?,D
13,8,12,4,8,7,10,?,8,7,12,?,12,8,4,J
10,9,8,3,8,14,11,?,13,12,?,11,10,10,5,G
9,9,7,6,0,11,11,3,?,12,14,18,?,?,1,N
9,8,9,3,6,10,?,7,10,14,?,?,12,11,7,G
11,7,10,8,8,6,12,5,9,9,13,15,12,12,10,P
9,11,10,4,3,?,12,2,4,?,13,16,12,10,?,H
7,10,17,3,4,13,?,?,12,15,11,11,14,9,?,C
10,9,10,3,3,9,?,1,2,11,15,?,11,11,?,O
13,9,14,7,1,8,?,6,?,?,15,15,13,9,5,N
9,9,10,5,6,7,12,6,8,11,?,15,?,10,2,X
11,8,9,9,3,9,10,4,6,10,16,19,10,?,6,M
10,11,11,1,10,14,?,?,12,?,12,11,?,4,8,Z
6,16,13,2,5,?,12,9,10,6,13,12,14,?,?,P
4,10,9,1,9,15,10,10,10,?,12,11,13,8,5,E
11,8,8,2,7,10,12,2,?,13,?,18,9,10,?,G
4,11,15,4,3,?,?,14,15,?,?,13,13,9,9,U
10,10,9,4,5,8,?,3,4,10,15,18,11,11,?,X
12,15,10,4,9,5,12,?,10,?,12,14,15,11,6,H
4,11,10,0,9,?,11,?,9,18,12,15,12,7,3,E
1,2,1,0,0,10,10,6,?,10,?,16,?,10,2,L
